wei wang, jing dai, baile shi,    "conf/cis/wangdws04"   cis, 2004
haofeng zhou, baile shi, mingsheng hong, wei wang,    "conf/pakdd/hongzws03"   pakdd, 2003
xiaorong li, baile shi, wei wang,    "conf/pakdd/gewls05"   pakdd, 2005
jun tang, chen wang, wei wang, baile shi,    "conf/er/tanghwws04"   er, 2004
wei wang, baile shi, jian xu, chen wang,    "conf/pakdd/wuxwws05"   pakdd, 2005
chen wang, mingsheng hong, haofeng zhou, wei wang, baile shi, jian pei,    "conf/pakdd/wanghpzws04"   pakdd, 2004
haofeng zhou, qingqing yuan, wilfred ng, wei wang, baile shi,    "conf/ideas/zhoulynws03"   ideas, 2003
wei wang, haofeng zhou, bing liu, baile shi,    "conf/ieeecit/duanwlxzs05"   cit, 2005
mingsheng hong, haofeng zhou, baile shi, wei wang,    "journals/jcst/wangyzhs04"   j. comput. sci. technol., 2004
yujun wang, wei wang, baile shi,    "journals/jcst/wangws00"   j. comput. sci. technol., 2000
jianjun xu, baile shi, wei wang,    "conf/ieeecit/tanxws05"   cit, 2005
wei wang, baile shi,    "conf/ieeecit/wangws05"   cit, 2005
jin liu, hao chen, wei wang,    "conf/ieeecit/chenylw04"   cit, 2004
jin pan, baile shi, genxing yang, wei wang, peng wang,    "conf/ieeecit/panwwsy05"   cit, 2005
wei wang, baile shi, chen wang, mingsheng hong,    "journals/jcst/wanghws04"   j. comput. sci. technol., 2004
xiaoming yang, wei wang, bole shi, bing liu,    "conf/ieeecit/yangwlzws05"   cit, 2005
wei wang, haofeng zhou, baile shi,    "conf/dawak/huazwzs05"   dawak, 2005
mi zhang, min li, jing dai, min yang, dilin mao, zunping cheng, chuanshan gao, wei wang,    "conf/gcc/yangcszldwmg04"   gcc, 2004
yongtai zhu, baile shi, chen wang, wei wang,    "conf/apweb/wangzwws05"   apweb, 2005
peng wang, haofeng zhou, baile shi, yong yan, wei wang, chen wang,    "conf/apweb/yanwwzws04"   apweb, 2004
zunping cheng, chen wang, jiankui guo, wei wang, baile shi,    "conf/apweb/chengzwgwds05"   apweb, 2005
wei wang, chen wang, yongtai zhu, baile shi, jian pei, xifeng yan, jiawei han,    "conf/sigmod/wangwzspyh05"   sigmod conference, 2005
haofeng zhou, baile shi, wei wang, qingqing yuan,    "conf/waim/yuanlzws02"   waim, 2002
xiaoyuan wang, qing zhang, wei wang, weiwei sun, baile shi,    "conf/waim/wangzsws05"   waim, 2005
jiawei han, yongjian fu, wei wang, jenny chiang, osmar r. za, krzysztof koperski,    "conf/sigmod/hanfwczk96"   sigmod conference, 1996
jiawei han, krzysztof koperski, osmar r. za, wan gong, yongjian fu, wei wang, nebojsa stefanovic, yijun lu, jenny chiang, deyi li,    "conf/kdd/hanfwcgkllrsxz96"   kdd, 1996
hiroyuki kawano, wei wang, jiawei han, shojiro nishio,    "journals/dke/hannkw98"   data knowl. eng., 1998

Cluster 2, 5 tuples (SUNY Buffalo)
wei wang, aidong zhang, yuqing song,    "conf/vdb/songwz02"   vdb, 2002
aidong zhang, yuqing song, wei wang,    "journals/www/songwz03"   world wide web, 2003
wei wang, yuqing song, aidong zhang,    "conf/civr/wangsz02"   civr, 2002
yimin wu, aidong zhang, wei wang,    "conf/dgo/wangwz03"   dg.o, 2003
aidong zhang, david m. mark, wei wang,    "conf/dgo/zhangwm04"   dg.o, 2004

Cluster 3, 19 tuples
wei wang, xuemin lin,    "conf/adma/wangdl05"   adma, 2005
xuemin lin, zheng liu, jeffrey xu yu, wei wang, hongjun lu,    "conf/pakdd/liuyllw05"   pakdd, 2005
jeffrey xu yu, hongjun lu, wei wang, haifeng jiang,    "conf/adc/jianglwy02"   adc, 2002
hongjun lu, yidong yuan, wei wang, xuemin lin,    "conf/icde/linywl05"   icde, 2005
hongjun lu, haifeng jiang, wei wang, beng chin ooi,    "conf/icde/jianglwo03"   icde, 2003
hongjun lu, jeffrey xu yu, wei wang, jianlin feng,    "conf/icde/wanglfy02"   icde, 2002
hongjun lu, haifeng jiang, wei wang, jeffrey xu yu,    "conf/icde/jianglwy02"   icde, 2002
haifeng jiang, wei wang, hongjun lu, jeffrey xu yu,    "conf/icde/wangjly03"   icde, 2003
jianzhong li, hongzhi wang, xuemin lin, wei wang,    "conf/asian/wangwllw05"   asian, 2005
wei wang, xuemin lin, jianzhong li, hongzhi wang,    "conf/apweb/wangwll05"   apweb, 2005
haifeng jiang, hongjun lu, wei wang,    "conf/sigmod/jianglw04"   sigmod conference, 2004
zheng liu, xuemin lin, yi luo, wei wang, jeffrey xu yu,    "conf/waim/luollwy05"   waim, 2005
wei wang, jianzhong li, hongzhi wang, xuemin lin,    "conf/waim/wangwll05"   waim, 2005
wei wang, haifeng jiang, hongjun lu, jeffrey xu yu,    "conf/vldb/wangjly04"   vldb, 2004
haifeng jiang, wenwu lou, wei wang,    "conf/waim/jianglw01"   waim, 2001
yidong yuan, xuemin lin, qing liu, wei wang, jeffrey xu yu, qing zhang,    "conf/vldb/yuanllwyz05"   vldb, 2005
wei wang, hongzhi wang, hongjun lu, haifeng jiang, xuemin lin, jianzhong li,    "conf/vldb/wangwljll05"   vldb, 2005
wei wang, haifeng jiang, hongjun lu, jeffrey xu yu,    "conf/sigmod/wangjly03"   sigmod conference, 2003
haifeng jiang, wei wang, hongjun lu, jeffrey xu yu,    "conf/vldb/jiangwl03"   vldb, 2003

Cluster 5, 3 tuples  (Beijing Polytechnic U)
wen gao, wei wang, baochang zhang, shiguang shan,    "conf/avbpa/zhanggsw03"   avbpa, 2003
wei wang, shiguang shan, bo cao, baocai yin, wen gao,    "conf/icmi/wangsgcy02"   icmi, 2002
baocai yin, wei wang, shiguang shan, wen gao, debin zhao,    "conf/ismis/shangwzy03"   ismis, 2003

Cluster 9, 5 tuples (NUS)
bang wang, kee chaing chua, wei wang, vikram srinivasan,    "conf/ewsn/wangcsw06"   ewsn, 2006
vikram srinivasan, kee chaing chua, wei wang,    "conf/mobicom/wangsc05"   mobicom, 2005
sang-jae moon, wei wang, jianfeng ma,    "conf/msn/wangmm05"   msn, 2005
kee chaing chua, bang wang, wei wang, vikram srinivasan,    "conf/msn/wangcws05"   msn, 2005
bang wang, wei wang, vikram srinivasan, kee chaing chua,    "conf/msn/wangcsw05"   msn, 2005

Cluster 13, 5 tuples (Harbin Engineering U)
binxing fang, hongli zhang, wei wang, yuanzhe yao,    "conf/gcc/wangfzy04"   gcc, 2004
yuanzhe yao, wei wang, hongli zhang, binxing fang,    "conf/gcc/yaofzw04"   gcc, 2004
wei wang, binxing fang,    "conf/apweb/wangf06"   apweb workshops, 2006
wei wang, binxing fang, hongli zhang,    "conf/pdpta/wangfz04"   pdpta, 2004
yuanzhe yao, binxing fang, wei wang, hongli zhang,    "conf/gcc/yaofzw04a"   gcc workshops, 2004

Cluster 14, 3 tuples (Zhejiang U)
guiyi wei, yao zheng, cuiju luan, wei wang, guanghua song,    "conf/ieeescc/weiszlzw04"   ieee scc, 2004
wei wang, yao zheng, guanghua song,    "conf/ieeescc/wangzs05"   ieee scc, 2005
guiyi wei, yao zheng, wei wang,    "conf/iccs/weiwzw05"   international conference on computational science [1], 2005

Cluster 17, 3 tuples (Nanjing Normal U)
han liu, sheng zhang, wei wang, ji zhang,    "conf/www/zhangzlw05"   www [special interest tracks and posters], 2005
wei wang, han liu, ji zhang, sheng zhang,    "conf/www/zhangwlz05"   www [special interest tracks and posters], 2005
ji zhang, wei wang, sheng zhang,    "conf/dmin/zhangwz05"   dmin, 2005

Cluster 19, 2 tuples (Ningbo U of Tech)
wei wang, jiatao song, zheru chi,    "conf/icic/songcww05"   icic [2], 2005
jiatao song, jilin liu, zheru chi, wei wang,    "conf/icmcs/songlcw04"   NULL, 2004

Cluster 20, 2 tuples (Purdue)
kihong park, wei wang,    "conf/icmcs/parkw99"   icmcs, vol. 2, 1999
kihong park, wei wang,    "conf/icccn/parkw98"   icccn, 1998

Cluster 21, 2 tuples (Chongqing U)
xuchu wang, wei wang, jianwei li, weimin chen, yanmin niu,    "conf/icb/wanglncw06"   icb, 2006
yanmin niu, weimin chen, wei wang, xuchu wang, jianwei li,    "conf/iwbrs/wanglncw05"   iwbrs, 2005

Cluster 22, 2 tuples (Beijing U of Telecom)
wei wang, ming zhou, jin-xia huang, changning huang,    "conf/coling/wangzhh02"   coling, 2002
changning huang, ming zhou, wei wang, jin-xia huang,    "conf/nlprs/wanghzh01"   NULL, 2001

Cluster 23, 2 tuples (SUNY Binghamton)
weiyi meng, clement t. yu, wei wang, naphtali rishe,    "journals/tkde/mengywr98"   ieee trans. knowl. data eng., 1998
weiyi meng, clement t. yu, wei wang, naphtali rishe,    "conf/icde/mengywr96"   icde, 1996
